prediction
5.520515
1.4528778
1.4368409
3.1585073
30.535446
4.324516
14.5232725
1.2195879
11.233389
24.316349
6.8771563
0.6869621
1.6455146
2.598073
23.665798
0.98365885
2.7459555
23.720041
8.108749
2.2912154
2.5254116
17.207092
30.639175
9.281477
3.2822502
2.6846874
2.3104792
2.2012339
9.526915
3.7058976
8.354624
3.4737911
3.7364626
2.4153674
2.5525694
11.056746
81.08272
40.820618
9.170952
24.384306
2.8965845
1.3141305
1.6412139
2.4022684
2.1678662
3.8519654
19.24084
7.3274407
2.8992343
1.4141303
2.4368489
13.112514
86.41351
1.1578656
0.41432896
2.7954118
3.4848902
3.1067317
2.0630202
3.1700664
9.5297165
20.57663
10.6650915
34.660217
2.114401
3.604061
11.127517
2.2115479
11.382896
7.1080294
4.6467266
6.748435
7.5601
1.9741538
0.8030556
88.09464
16.761671
3.1680665
11.911406
4.455718
1.7785778
1.8726958
1.5633624
3.9797058
5.3710394
24.556892
27.97285
62.01766
2.1355767
32.816193
4.076153
9.547565
5.287738
8.397608
25.152193
15.685586
13.4141245
4.5469494
6.78118
31.91263
9.208201
1.1645197
3.189157
1.2147481
1.6361644
23.762257
26.224167
1.0135063
1.0096271
6.296278
1.6814756
1.3565915
1.8436587
5.592615
12.074715
5.4175644
21.020504
4.7557635
17.612255
0.515794
2.806443
1.8826197
13.409928
10.4131975
1.5763767
5.325666
1.3742388
9.775394
3.2012548
18.666218
8.042601
1.7980546
1.0737181
8.01742
1.4379855
7.6999707
2.2674015
10.836996
9.365345
1.9853178
8.530472
0.8122183
2.9026024
11.754289
2.9038286
1.1780965
18.402033
29.121683
7.837887
6.0666485
1.4973284
12.543158
12.770632
1.3623514
2.7975967
0.64597815
62.153984
2.77379
1.4487036
1.2792529
22.420444
16.749819
3.4367414
3.5967977
1.4350336
2.1486244
42.627693
69.870514
0.91946274
0.85427797
5.081246
1.9419078
7.4362674
98.511955
0.86205274
1.5220854
5.9432335
28.432034
26.000002
15.078465
14.379877
18.367657
2.8900492
66.34817
2.5484834
15.229752
1.1176186
3.2864258
10.422191
24.464466
1.4813237
2.2070146
1.5498799
1.3179128
2.219477
1.7245531
26.18623
14.042821
5.6804075
10.03272
48.38726
2.5596428
11.95207
4.5716305
30.548843
2.8686478
4.7671013
3.2834673
1.4880607
11.857237
3.654934
1.2899134
75.04814
11.257899
7.5511503
1.441673
2.932017
1.4241893
4.1593637
11.830997
4.0593967
1.3816292
3.666329
9.072638
1.1630067
19.039381
3.8675451
7.7615943
44.604313
105.78868
11.910862
4.0489883
6.6386175
4.5981617
0.6841645
43.89795
37.760036
2.8432527
16.491795
28.059372
2.3377764
18.126255
6.462608
8.043731
90.7834
26.66868
5.8035297
2.7339768
40.826904
1.007544
3.0110376
3.676465
0.9289006
3.551906
13.892701
24.683182
2.4175618
33.93079
3.7139595
10.502743
3.6607928
11.32888
4.4780984
1.2415721
0.9537575
2.0960479
1.6783733
4.59146
3.995465
1.3123128
1.1261572
27.903988
15.386048
14.604523
25.594814
17.35537
1.5649155
4.618648
3.5285692
6.7279553
10.472725
4.230575
5.37084
1.9133192
0.9241097
15.844572
4.0584784
0.5177199
25.337002
4.9200225
1.3417801
3.1871707
32.83275
2.109688
82.89157
5.21627
32.454826
1.4317584
5.9352374
1.4054816
1.2730943
7.580498
10.078031
0.83263516
10.790615
1.8387806
1.0163832
28.233543
50.186275
1.0079331
2.6105077
2.3509688
2.641944
15.241354
20.996046
14.372791
20.501408
6.71157
20.79211
2.9272175
6.0765114
3.48742
23.139847
0.77494276
1.620452
1.4838789
30.43122
5.803498
5.881705
2.8602543
78.93015
1.0825373
12.3317995
81.551155
19.452522
64.83584
1.978479
5.4236193
34.24533
5.0729084
30.56083
14.929987
33.822006
3.002698
21.639072
1.67817
50.325737
35.09408
27.06934
3.7772632
5.803043
17.61081
1.7679447
44.775284
1.130012
4.691655
14.47085
1.1607025
9.072731
0.7948684
2.0910072
35.683838
21.076199
1.5072933
1.7672125
1.7661629
5.0726004
10.162821
1.7227316
34.82246
4.412945
5.378314
3.880109
3.7570415
1.2384107
2.793108
5.363991
26.943857
4.3612027
1.3615959
23.302313
13.803722
1.2484888
2.5210452
0.92598593
7.939995
0.9511713
6.674202
9.238889
0.9366095
1.8496084
5.809545
4.0779724
1.1577129
5.8946085
56.965313
0.5280455
1.0222467
3.1364365
99.24638
8.453484
1.7943573
16.955263
1.0825598
5.2476892
21.155521
1.7582334
9.093575
1.615495
8.000107
9.420476
1.3478739
8.888962
1.5625007
1.0163853
3.0061975
6.9762464
3.5130348
11.311366
15.16951
22.776892
19.747627
10.856298
1.6964414
5.3041773
23.274502
33.889626
8.318194
18.256199
21.503798
1.5385265
12.067854
4.1874886
1.4269487
7.860018
59.651848
6.372132
5.189481
0.9071473
39.190178
8.45802
10.0859375
1.3808936
2.4299798
2.6141021
25.551546
5.0007024
4.317421
2.8213954
15.152794
3.461679
4.363467
5.4269266
33.183113
17.064636
19.785799
1.5177813
4.3494473
0.73973596
103.517456
4.3211436
17.568314
1.6131419
2.0655322
29.046297
9.858498
1.6902308
6.354917
13.367863
1.7726485
107.67735
1.8723857
8.871954
4.2475863
2.0981083
13.0309925
5.7820888
2.5200365
1.8765966
1.0525985
0.8448328
2.9903822
1.5812321
6.9502077
4.72191
24.259422
17.632233
2.1190407
1.7309164
4.107889
4.6633005
1.0710311
1.5728734
2.343163
1.6950444
34.091164
1.7824886
0.41533747
2.5129285
1.9809114
1.7980914
1.7318847
3.1184175
2.412085
17.145872
12.39963
8.799332
3.1619098
50.278004
4.75775
1.3350124
10.712227
8.66811
3.9374769
1.1880612
3.6342163
20.982922
30.981844
37.641525
1.1949781
3.1101468
9.576135
4.1967964
17.887552
19.418148
6.026124
15.727442
1.2065558
1.6951027
29.260899
6.520181
18.856886
6.2031136
7.215032
17.685781
18.522047
3.1952503
21.668388
46.402473
4.288596
7.009794
27.949646
1.2819484
2.1751387
15.559713
7.2719913
1.3906298
10.986916
5.461382
2.2355976
16.48227
1.6766496
23.586967
1.0346259
1.1612531
3.67149
10.965284
2.5390568
1.6556959
3.7583926
1.6843787
3.5984178
12.484158
8.88861
74.2374
33.220398
10.697333
19.06961
1.1734056
65.0844
0.8608769
6.8041477
2.6690116
17.091251
1.2772489
5.064292
6.986492
3.8776555
30.877914
10.971649
1.1719109
2.399991
37.495728
3.2999845
8.0250225
23.497196
21.162842
7.703119
4.1945763
2.2512946
3.5761023
5.5923343
26.933357
5.619119
1.4784602
1.7293916
12.054632
1.9709082
12.804224
3.241078
1.332782
105.486984
3.6511555
2.0433722
2.0691044
28.946096
11.934452
4.2045183
2.7793093
28.511005
25.686579
0.53400683
0.7427152
1.3381503
8.595087
3.1985645
7.461812
3.863349
13.476446
19.117529
27.940083
16.978334
4.357708
2.5706174
5.2945843
17.42483
101.6477
1.4871993
7.8693547
6.016096
