id,target,pred
3,37.045574,42.79136
5,27.922592,33.015167
6,46.840466,41.153248
9,1.33642,7.5309534
10,36.628075,20.729008
24,3.023969,0.6263837
26,1.76782,0.56011075
27,49.890453,13.504339
28,70.924088,85.506195
33,25.380093,23.44198
40,870.842834,87.17479
41,635.275757,75.70583
42,22.57443,31.125526
47,15.644783,3.6498742
54,3.842136,6.461211
55,8.633175,1.853807
58,57.838737,13.338421
60,9.13408,1.9486432
62,9.629859,17.677435
66,1.088182,1.6750361
68,2.209742,2.3572848
74,37.932995,22.117401
77,8.809568,3.9241586
79,6.034318,13.9339905
81,5.717459,7.1919174
82,19.410673,15.226166
92,8.225149,8.932379
94,28.025925,16.042799
97,1.513425,1.4624891
106,2.148815,2.388854
110,11.318564,141.68617
112,45.79314,18.752434
117,0.904118,2.023748
125,22.487356,20.275002
126,17.476955,9.345886
129,3.866502,13.184557
131,10.1251,10.695123
137,3.643441,2.9994392
138,1.754834,2.4606345
147,3.001999,1.2072477
148,16.241028,36.742664
150,16.23139,17.114315
164,3.621982,4.166976
165,0.583173,0.63151217
167,1.346232,0.44999814
181,4.987964,2.183425
193,34.46735,22.818962
204,4.220212,10.111436
223,28.523129,6.0793743
224,17.335905,10.356209
228,3.069454,2.115748
232,1.15914,1.9528607
235,21.324007,23.68426
236,64.165749,49.206924
242,2.420986,2.7183485
248,5.620808,9.999924
249,21.307909,43.10717
255,91.160507,21.576218
260,4.678656,3.870894
267,59.362759,88.57857
280,27.015356,22.200623
285,6.25387,10.984555
302,4.869647,5.776779
312,29.859215,10.65958
319,3.188072,1.26818
320,24.433126,12.398239
326,7.47313,8.029135
327,29.69137,28.184786
329,3.130069,2.4092994
333,0.246609,0.49346024
336,19.63574,8.79706
341,3.415483,2.5803697
345,378.313263,86.164635
355,8.303992,2.2465918
357,5.219543,4.6635976
359,1.710088,2.5440102
362,4.548604,4.9636445
364,0.920621,2.6738553
372,0.197785,0.8335149
373,5.368747,5.264304
375,4.825138,5.425523
384,18.155602,34.88964
385,4.669983,6.373795
388,10.399741,6.797385
389,1.547944,1.0011392
404,30.361456,24.787643
405,6.121539,5.748463
419,51.67894,2.9995894
428,1.162301,2.3572497
434,64.319405,113.46749
437,35.100864,37.261284
441,52.108994,26.190376
446,8.455112,8.685877
448,0.722444,1.6860821
451,0.153579,0.37113005
454,2.394603,2.3164425
467,6.672653,6.277808
470,5.657647,9.6833725
473,2.647274,2.6700835
475,0.391042,1.5190551
477,44.724434,25.742588
484,43.036671,13.0871725
493,7.25259,6.02999
513,8.041951,9.988227
516,44.841816,23.368925
517,40.544975,30.662992
520,6.629636,2.9133167
523,5.006316,10.387884
525,24.376188,4.7232423
531,6.888597,11.742181
536,2.897282,1.195091
539,1.584786,23.879284
541,31.310986,12.938999
551,6.12341,20.81467
558,0.27329,0.39745814
566,6.646122,9.965846
577,6.208137,26.057373
587,29.419392,8.104349
592,9.853045,2.123493
603,3.007722,4.3913755
609,98.64016,59.06678
615,1.676889,4.2091756
622,0.466321,1.0061349
624,11.337976,26.555904
631,0.652672,0.9956576
638,2.610417,4.482379
645,14.765546,8.513746
653,4.91326,4.8942323
661,1.325314,2.2422147
665,62.055347,48.682793
666,0.867268,1.7469652
667,54.716366,39.926758
671,1.030037,2.268158
673,5.752021,8.484789
688,0.293302,0.68513364
689,23.243872,18.63525
692,1.995965,2.386991
701,4.811396,3.4175804
706,2.97632,4.090493
708,5.544624,6.539077
711,3.649442,8.379393
716,3.799995,3.025363
720,9.119743,8.182214
722,3.336891,2.1830988
723,4.383665,2.9052348
724,3.181527,12.192154
725,3.6779,3.6385844
730,7.89138,13.201371
735,5.307444,5.3585415
739,1.152833,4.4259024
743,6.641465,10.480717
745,8.022137,7.2986145
757,6.270737,8.783915
758,0.433874,4.323781
760,10.319535,8.612903
762,2.439725,13.74421
768,1.742593,1.5572
770,0.546723,1.4561582
774,5.823239,2.637739
777,14.61505,10.406574
793,0.539138,27.750309
796,6.28874,25.762753
799,2.105674,8.582323
806,1.164366,24.366127
814,2.321419,2.2876558
818,4.814873,3.158415
820,1.27023,1.985191
822,25.15453,26.00494
827,22.896557,23.048033
832,0.752014,3.5939724
846,12.488723,13.626002
848,57.223576,43.280968
852,24.499323,24.87853
868,0.218657,0.6947564
875,1.48882,1.0456119
882,12.033405,25.474531
899,23.80121,22.573723
901,30.73304,31.496721
904,1.704324,1.1989594
905,0.703452,0.72120965
909,0.558949,1.126544
914,2.846316,1.6476214
918,207.195206,133.39029
919,1754.725342,112.27051
921,1.742148,2.3292716
922,20.986092,45.942326
924,2.866713,2.8192697
935,3.857298,4.4665084
936,24.200312,11.089611
938,16.207075,10.973364
939,10.483843,8.71414
943,1.483682,1.150001
946,29.406286,12.068298
950,7.202298,5.7876296
951,4.528493,1.9809757
966,13.18548,12.64164
967,3.273072,2.576056
984,10.262296,21.966026
987,2.710923,12.789326
989,6.464277,5.4505067
997,16.076246,18.097996
1002,5.307889,10.8513155
1013,2.241406,2.7175536
1019,5.417237,6.612589
1022,4.126867,5.778911
1026,4.351214,5.7274537
1030,4.258399,5.500439
1031,6.988091,16.25186
1035,1.185335,2.4607754
1040,3.003663,7.430728
1046,7.14278,3.8486037
1049,46.180519,24.417034
1063,20.237329,18.352493
1079,3.040533,3.7787313
1086,5.062157,7.084362
1101,2.666548,1.8484803
1107,1.529983,1.5711718
1108,0.850592,0.7709553
1111,9.534048,11.758598
1118,4.865107,3.1368704
1120,1.894037,2.1784506
1132,2.76231,3.8912773
1138,7.92947,9.935122
1142,4.069176,3.1391354
1144,11.446485,16.403782
1145,15.751513,15.441641
1160,2.323896,3.6057928
1168,4.646507,5.476515
1169,3.556372,4.1116595
1171,0.412179,0.8540181
1172,1.853536,3.898735
1176,1.20014,1.8259822
1181,1.322188,15.104022
1201,4.849527,5.003974
1202,6.673723,15.771233
1203,11.763762,12.3609295
1224,10.112893,10.777065
1232,7.842959,7.221259
1240,19.175381,15.9445715
1246,15.877519,14.940664
1248,13.912666,15.482109
1249,17.113722,12.165389
1250,8.673906,11.669062
1252,17.010094,13.798422
1254,19.331419,14.743793
1256,1.209993,2.735522
1258,1.116647,1.6088481
1262,23.616142,15.194174
1276,13.712152,5.007823
1277,4.722769,3.7737057
1279,2.693611,2.601571
1280,1.252019,1.6201882
1287,3.089284,1.3648739
1301,1.255046,1.7921045
1303,2.174303,1.7658997
1304,1.797835,2.1662
1305,0.893669,2.4475307
1308,1.196743,1.5333216
1310,0.815282,1.7648034
1311,12.517009,8.0890255
1314,2.027829,1.7600043
1315,1.212557,1.4204066
1318,6.666446,3.3608248
1319,2.265486,2.089435
1329,16.063576,23.02354
1331,17.24214,18.56754
1332,16.091997,18.787668
1333,32.619438,28.920187
1335,13.457982,24.843262
1342,28.42861,24.535686
1347,16.685709,16.520168
1353,16.666733,16.339947
1358,5.368055,17.65998
1371,10.907453,4.601833
1372,24.504143,26.462393
1379,14.626697,13.406323
1382,13.059319,16.00997
1383,26.023563,26.39098
1386,9.767545,17.211964
1387,15.13509,22.802956
1394,13.672535,14.172209
1396,17.896976,14.028666
1401,14.89233,14.1915
1404,22.057825,15.862638
1424,2.09192,1.887887
1428,0.719442,3.4919572
1430,0.510887,2.0968947
1433,2.64318,1.7795396
1458,6.787915,3.2227268
1460,0.477482,0.74311304
1464,0.389497,1.026206
1469,0.639389,0.6791605
1471,0.708755,1.019083
1473,5.126937,3.8199816
1481,0.582348,0.83697605
1489,2.761069,1.6896236
1490,40.203381,19.134972
1493,1.031397,1.1004679
1499,17.551035,17.563904
1514,18.767262,14.9874
1523,2.505621,2.0258079
1526,13.540727,19.196354
1535,7.064372,1.494075
1541,0.441427,2.1026063
1546,0.418122,1.3070824
1549,2.169823,1.1561878
1555,1.865539,1.1353489
1573,40.54282,31.083624
1574,16.691278,14.838712
1581,27.668745,17.33941
1599,0.520378,1.1498592
1604,26.468555,27.006357
1605,1.473144,1.043063
1617,15.523954,15.255609
1619,1.577271,2.0241468
1622,1.486135,0.9507564
1629,0.760228,0.9851924
1633,6.210806,6.565734
1639,1.749536,1.0284308
1645,1.904967,1.3046975
1646,20.21693,32.000755
1647,31.405676,63.608463
1652,36.637615,20.50523
1654,15.147119,15.846865
1658,55.802383,144.71863
1668,1.187024,0.9937794
1669,0.249727,0.4027347
1673,1.05391,0.68983483
1692,1.234704,1.0995468
1699,0.322556,0.43883666
1700,2.677339,1.9303828
1701,0.677057,0.74324226
1708,0.407816,0.56097406
1719,1.373426,1.4830971
1724,0.863669,0.9487395
1728,2.294988,5.4830422
1750,8.531267,10.101439
1753,25.958014,26.146654
1755,130.577789,53.62291
1761,23.20026,27.067476
1762,0.508322,1.0376258
1772,0.998634,1.0555553
1774,0.999755,1.7527614
1790,0.776301,0.97647834
1792,0.506797,0.8068349
1824,2.938435,3.7144444
1828,0.397741,0.60447097
1834,0.267775,0.3426364
1836,0.732671,0.9054038
1838,0.389917,0.7028254
1845,1.453931,0.9507148
1848,0.604807,1.0880799
1851,1.595823,0.9632964
1852,0.404327,0.5511855
1854,1.214996,0.6965118
1855,0.849752,1.3488629
1857,0.986063,1.4803056
1858,0.34335,0.56593895
1865,0.234865,0.3276623
1870,1.503824,1.3370553
1872,3.148817,1.0474784
1875,0.419934,0.92978156
1876,0.846189,0.9733738
1879,1.12221,1.362901
1887,11.191588,10.458092
1888,0.769463,0.9143527
1893,0.74701,0.93070924
1897,1.175983,1.0527711
1900,0.792536,0.9279378
1901,0.706477,1.3860428
1905,2.111073,1.5294576
1908,1.501661,3.9600778
1917,11.737588,1.3046349
1920,0.541353,0.93030846
1928,0.552471,1.3977298
1932,10.262064,0.91847193
1934,0.949373,0.8954435
1935,0.988299,0.8083482
1939,0.5395,1.0566962
1942,0.540832,1.0843948
1943,1.24557,0.88508904
1944,1.948455,1.4729072
1946,0.73168,0.5980956
1968,0.496298,0.8208484
1970,12.364221,17.851883
1975,26.644411,26.557922
1976,25.173189,18.998018
1984,15.322456,17.171032
1985,8.42458,17.82061
1989,11.659808,15.00374
1990,23.735447,23.068861
1994,26.033329,30.807411
1997,1.2497,0.68314755
2000,1.615389,1.6591908
2001,2.079751,1.0375273
2007,1.325507,1.9105334
2016,0.92638,0.85024893
2017,0.290106,0.619539
2021,0.386129,0.6769743
2026,22.335997,17.586332
2035,18.143602,13.890533
2036,32.847713,15.826263
2039,0.658578,1.3140798
2048,11.093833,14.400986
2052,15.496751,16.598476
2053,17.870008,11.879765
2055,21.314882,19.562212
2060,23.585506,22.02752
2067,5.647435,9.625558
2072,4.400225,2.3539958
2073,5.563084,3.4693966
2075,12.928231,10.398295
2077,21.95093,14.394079
2079,16.749527,14.676707
2080,2.840218,1.7923834
2081,1.017728,1.3179003
2094,13.545775,9.233964
2096,13.573062,13.575787
2100,4.875132,3.7281632
2113,1.57546,2.1553583
2116,5.721996,6.1080647
2122,5.926355,6.226105
2125,5.136611,4.297881
2128,1.529326,1.67148
2133,11.897206,14.149042
2136,12.500365,14.306502
2137,2.971758,4.306365
2138,2.212818,4.6288595
2142,3.55409,3.5274878
2145,7.654915,7.7728767
2150,7.606159,10.503206
2151,2.769359,6.1230903
2152,2.921881,5.3097544
2153,1.301322,6.3260946
2157,0.531708,0.6921541
2158,0.318354,0.7338139
2161,6.965318,2.294323
2164,2.590871,1.6854908
2165,4.091976,2.0527906
2168,1.304294,1.6343862
2171,18.549782,5.2994623
2173,0.560015,1.0896618
2180,0.695968,1.0576386
2183,0.451967,1.0716989
2187,0.553796,2.2575269
2190,1.397934,3.1171565
2192,9.638977,3.580333
2193,2.861594,2.507029
2196,1.907332,1.9368374
2201,1.025639,2.4321089
2204,5.722369,6.3463135
2219,8.31521,12.762463
2220,3.662041,6.7447968
2231,2.261623,2.6280131
2232,2.161501,1.8937135
2238,2.247503,1.6971743
2241,1.850047,1.4299042
2256,7.891201,4.7885303
2261,6.160688,4.93359
2262,0.535787,1.7682583
2269,1.607779,1.6311188
2271,1.210483,1.5177989
2275,1.545613,3.4362228
2280,7.349995,4.0122128
2286,0.541533,0.9680321
2288,2.302366,1.5321398
2296,5.968955,5.985384
2307,6.581484,5.52653
2312,1.179733,2.3066492
2313,2.492272,2.6402268
2314,3.836183,2.5110295
2319,11.839423,20.413082
2321,7.794482,6.9271755
2330,29.803307,31.844652
2334,3.103868,1.7702339
2335,71.52536,72.34078
2340,0.465354,0.9396028
2347,1.320332,18.319565
2359,273.004395,130.08907
2369,1.135181,0.78022707
2373,3.049633,22.594414
2383,1.862767,2.2418811
2387,2.689968,2.687317
2401,2.974729,2.188468
2403,3.369715,1.7849886
2408,32.270004,45.125267
2410,172.492798,44.80056
2416,9.821562,23.471083
2418,4.764457,10.791719
2420,3.001926,3.3694737
2421,0.547731,0.8288696
2423,5.682347,19.298252
2426,5.39431,10.7150755
2436,26.303957,17.068245
2443,25.340622,101.62662
2448,0.668298,11.29644
2451,29.611734,30.532236
2461,47.674873,121.66672
2463,2.964075,115.637184
2465,11.634176,7.1952963
2469,71.103691,20.427658
2473,2.974407,2.524778
2474,783.458069,123.5029
2476,4.004476,4.4308944
2483,2.955459,29.464231
2487,1.591933,1.6589719
2490,1.811568,1.4449427
2501,1.278155,1.3893623
2503,1412.73999,83.79178
2508,1.836894,3.0310218
2509,4.002961,4.5167146
2513,3.184424,2.0806339
2517,7.988215,12.615545
2519,5.325397,2.3986664
2525,19.66312,11.648201
2527,0.907141,1.5828186
2533,2.324582,5.136934
2540,1.267025,1.674583
2548,5.058672,4.0802
2551,4.671118,4.3970156
2553,3.612953,6.5676727
2578,3.662739,7.781255
2583,2.949774,6.353138
2584,36.23151,32.331993
2586,4.089532,3.7538955
2587,0.663936,0.85549974
2588,0.563266,1.1013446
2590,39.873154,9.821131
2591,1.467239,1.1180899
2614,1.30145,1.5682373
2623,2.415572,1.7373732
2628,5.846716,4.703042
2636,1.796055,1.7309074
2637,1.566482,1.168088
2639,1.413435,4.2360225
2643,1.13121,1.9072059
2645,3.132976,3.028452
2646,8.010924,8.293642
2651,1.804163,1.6732969
2658,22.860577,15.156843
2661,2.146165,2.2489045
2666,6.263087,6.199234
2669,1.569086,1.6881084
2671,1.603069,1.0430864
2672,32.478893,29.560783
2674,1.395424,1.8128252
2679,1.290572,1.6229198
2699,1.267422,1.2136865
2711,7.838951,6.7015357
2714,3.40109,4.5241437
2717,2.30445,4.929268
2720,3.514252,2.794592
2738,10.477439,5.428013
2739,2.588748,4.077332
2740,2.138884,3.2041728
2741,1.887509,2.980931
2748,1.647144,1.9774215
2749,1.045175,2.1301458
2751,5.906988,2.2108626
2754,1.675566,2.5175357
2756,6.916273,9.948257
2758,5.527706,4.7357073
2765,3.538957,2.165094
2770,5.760701,4.152672
2776,3.742105,2.1727943
2788,0.433767,1.2821896
2789,1.053693,2.208454
2791,7.525001,3.026562
2792,6.785303,8.32633
2806,66.665642,32.493816
2808,10.347719,8.945922
2812,3.803401,6.043891
2820,1.831927,1.7453158
2826,3.571329,2.3330648
2829,4.250013,2.1070108
2832,4.344742,24.147078
2839,1.084414,1.399611
2845,5.393521,2.1893265
2864,0.979851,6.900129
2866,13.228023,18.281734
2875,9.54225,3.31364
2878,8.279973,10.097689
2880,0.931876,1.4343561
2881,0.99009,1.4533651
2889,2.243864,2.2884645
2890,0.209556,0.5225205
2899,2.850872,1.379561
2908,0.559013,0.6871014
2909,1.318588,2.3169918
2915,0.551446,1.3019272
2921,0.362146,0.6370417
2925,32.698803,28.023323
2929,42.639965,29.346516
2933,1.645094,1.896004
2947,1.346034,1.1208012
2950,2.598167,1.5444899
2951,1.227222,1.1858795
2958,2.11475,1.8399009
2962,0.532729,0.9756814
2969,12.017709,9.411785
2978,1.673479,1.4059536
2980,0.919876,1.5185573
2981,1.059429,1.9131315
2986,0.838551,0.82771933
2990,2.94245,2.3139663
2991,1.642997,2.2182157
2998,15.0672,12.101288
3000,12.638554,30.190218
3010,8.751416,10.13895
